video_id,author,channel,cleaned_text,likes,reply_count,published_at,vader_sentiment,vader_sentiment_label
QSt0aEQH6zs,@christophevandenheuvel,http://www.youtube.com/@christophevandenheuvel,trying understand logic reason first mistake green agenda religious movement germany basically basing decision religious faith saving planet ending nuclear anyone know religion demand highest act faith prove belief chosen deindustrialise population demographic ending germany manufacturing hub anyway decide jump head first pound c strapped chest let see next winter go,0,0,2023-04-26 04:47:12+00:00,0.4019,Positive
QSt0aEQH6zs,@alanjm1234,http://www.youtube.com/@alanjm1234,mention nuclear plant work night,4,0,2023-04-26 04:40:21+00:00,0.0,Neutral
QSt0aEQH6zs,@garymartin9777,http://www.youtube.com/@garymartin9777,mention short term maintenance requirement three keep safely operational much cost long service,2,2,2023-04-26 04:15:34+00:00,0.4939,Positive
QSt0aEQH6zs,@incognitotorpedo42,http://www.youtube.com/@incognitotorpedo42,robert thank stating truth plainly flabbergasted idiocy closure,1,1,2023-04-26 03:47:10+00:00,0.5859,Positive
QSt0aEQH6zs,@myplane150,http://www.youtube.com/@myplane150,love dependent russia energy need yet closed actual clean energy alreadey drop russia timing merkel idiot,0,0,2023-04-26 03:31:47+00:00,0.6908,Positive
QSt0aEQH6zs,@bepitan,http://www.youtube.com/@bepitan,yep also amazed dumb move considering nuclear cleanest lowest emission power available reason go route heavy initial investmentbut germany closing one already exist utter madnessbrbr democracy fool influenced easily propaganda,0,0,2023-04-26 03:18:13+00:00,-0.4588,Negative
QSt0aEQH6zs,@bamaraiderable,http://www.youtube.com/@bamaraiderable,thanks update robert little influence country hear news like mind think make germany great example happens country buy insane climate catastrophe agenda expect mush energy chaos consumer suffering mean big jump death cold next year citizen unrest dont want people suffer die make kind choice live consequence,1,3,2023-04-26 02:39:18+00:00,-0.7246,Negative
QSt0aEQH6zs,@miketyson9540,http://www.youtube.com/@miketyson9540,design killing west think leader like wrong nothing contempt western citizen,0,0,2023-04-26 02:23:22+00:00,-0.4456,Negative
QSt0aEQH6zs,@williambaikie5739,http://www.youtube.com/@williambaikie5739,wonder people decided actually getting rich either rent seeking wind solar getting rich ccp china andor russia getting meager salary big payout dumb brick,0,0,2023-04-25 22:38:05+00:00,0.5994,Positive
QSt0aEQH6zs,@chapter4travels,http://www.youtube.com/@chapter4travels,incorrect nuclear energy turned exceeded solar wind combined also cant really even compare two nuclear power plant produce scheduled amount energy season wind solar produce random amount electricity sometimes affected time day weather season location land availability category,17,5,2023-04-25 20:31:17+00:00,0.3818,Positive
eWuGP_aBoYg,@DWPlanetA,http://www.youtube.com/@DWPlanetA,make germany decision phaseout nuclear,214,252,2023-04-14 14:01:11+00:00,0.0,Neutral
eWuGP_aBoYg,@Tumbolisu,http://www.youtube.com/@Tumbolisu,german always awed stupidity people think chernobyl fukushima disaster actual argument nuclear power first caused complete negligence russiansoviet need say didnt even cause death injury city arent allowed live anymore still visit way imagine argument making sense someone mind believe german government unwilling pay proper equipment trained technician think natural disaster somehow going damage nuclear power plant,0,0,2024-10-09 15:54:09+00:00,-0.9506,Negative
eWuGP_aBoYg,@SaMiDauSiEuCuParerea-cf4zm,http://www.youtube.com/@SaMiDauSiEuCuParerea-cf4zm,without recycling facility final depot company havent come solution decade take responsibility waste socialize risk cost secure profit lobbying merkel quit exit plan legally le well prepared exit year later sued said company legal issue billion euro show trusting company wrong thing good idea finally take business away sense nuclear power trustworthiness responsibility company managing,0,0,2024-09-28 15:05:12+00:00,0.8094,Positive
eWuGP_aBoYg,@klausschroiff4405,http://www.youtube.com/@klausschroiff4405,fact germany primary energy demand share fossil fuel discussion always today electricity demand electricity energy energy electricity thing substituted electricity hydrogen conversion there need massively electricity generator argument nuclear power isnt capable loadfollowing bit silly plant could full load produce hydrogen needed natural gas substitution would cheapest way producing hydrogen usd per kilogrambrthe mad thing germany germany kept nuclear power level germany electricity supply today would almost cofree thing germany achieved far replacing nuclear power renewables keeping fossil fuel power station online great job germany,0,0,2024-09-19 18:24:00+00:00,0.6504,Positive
eWuGP_aBoYg,@raspas99,http://www.youtube.com/@raspas99,sum yes mistake,0,0,2024-09-17 19:52:09+00:00,0.0772,Positive
eWuGP_aBoYg,@moover123,http://www.youtube.com/@moover123,fuck nuclear,0,0,2024-09-05 11:08:39+00:00,-0.5423,Negative
eWuGP_aBoYg,@Quarrel_Security,http://www.youtube.com/@Quarrel_Security,gtbe mebrgtresponsible energy production germanybrgtnuclear power expensive brgtdemolish say youll replace wind powerbrgtboompngbrgtreplace plant wind millsbrgtwtf isnt making much energy nuclearbrgtmake coal plant next compansate le energy productionbrgtmore pollution beforebrgtbruhpng,0,0,2024-08-30 18:14:42+00:00,0.6486,Positive
eWuGP_aBoYg,@nohardfeedback,http://www.youtube.com/@nohardfeedback,german would say yes,1,0,2024-08-29 14:55:08+00:00,0.4019,Positive
eWuGP_aBoYg,@giobaldu,http://www.youtube.com/@giobaldu,many people ob chernobyl banqiao vajont,0,0,2024-08-19 06:48:16+00:00,0.0,Neutral
eWuGP_aBoYg,@peter_oso,http://www.youtube.com/@peter_oso,mistake deliberate project energy deficit ultimately turn desperate people towards dependence russia putin agent sympathiser still strong despite speechesbrwhy voter buy people atheist human nature demand religion invented climatism ecologism cult sacrifice prophet,0,0,2024-08-17 16:53:39+00:00,-0.3612,Negative
eWuGP_aBoYg,@ciucinciu,http://www.youtube.com/@ciucinciu,playing video yes without doubt,1,0,2024-08-08 14:49:16+00:00,0.6818,Positive
eWuGP_aBoYg,@MartinPrinzler,http://www.youtube.com/@MartinPrinzler,video quotisquot mistake quotwasquot,0,0,2024-08-06 12:00:03+00:00,-0.34,Negative
eWuGP_aBoYg,@Etheoma,http://www.youtube.com/@Etheoma,older design modern design ramp quite frequently yes would apply built new nuclear talking next year yeh building nuclear shut coal would better solution also germany decided develop super critical co turbine could ramp like yoyo modern reactor isnt actually reactor limit steam turbine super critical co turbine much smaller power make easier ramp,0,0,2024-07-29 22:17:15+00:00,0.9522,Positive
eWuGP_aBoYg,@Etheoma,http://www.youtube.com/@Etheoma,yes,0,0,2024-07-29 22:05:18+00:00,0.4019,Positive
eWuGP_aBoYg,@Montgomerygolfgator,http://www.youtube.com/@Montgomerygolfgator,quotwas bad decisionquot germany teenage boy would li ke germany rail grind everyone else said took selfimposed dare hit rail crotch hard enough pas asks quotwas cool awesomequot everyone told repeatedly emphatically anyway detriment question isnt quotwas mistakequot quothow move forward also ensuring never make mistake costly againquot,0,0,2024-07-27 22:57:03+00:00,0.21,Positive
eWuGP_aBoYg,@Selatapey,http://www.youtube.com/@Selatapey,hate people think know nuclear power know nothing protesting get shut complain fossil fuel used reliable energy source actually provides enough energy use hydro,0,0,2024-07-24 11:01:05+00:00,-0.17,Negative
eWuGP_aBoYg,@LucaFuchs2,http://www.youtube.com/@LucaFuchs2,germany never stoped nuclear powerplants would already got rid coal,0,1,2024-07-24 02:15:04+00:00,0.0,Neutral
eWuGP_aBoYg,@matthiasknutzen6061,http://www.youtube.com/@matthiasknutzen6061,href damn he babbling sigh dooooomed,0,0,2024-07-10 15:59:52+00:00,-0.3818,Negative
eWuGP_aBoYg,@marjanbonev6837,http://www.youtube.com/@marjanbonev6837,germany worst decision,0,0,2024-07-07 20:30:12+00:00,-0.6249,Negative
eWuGP_aBoYg,@crazydigitalmusic,http://www.youtube.com/@crazydigitalmusic,child visited regularly germany belgium time amazed beautiful advanced country wasbrwhat went wrong germany,1,0,2024-07-07 06:17:33+00:00,0.7184,Positive
eWuGP_aBoYg,@RobertMartin-s2v,http://www.youtube.com/@RobertMartin-s2v,greta correct surprised hearing modern commercial hydro tends inflexible,0,0,2024-07-07 03:35:38+00:00,0.2263,Positive
eWuGP_aBoYg,@BMC_self-invent,http://www.youtube.com/@BMC_self-invent,yes germany knee jerk reaction germany japan soviet germany always beacon safety technological advance,0,0,2024-06-17 22:45:57+00:00,0.4767,Positive
eWuGP_aBoYg,@Raar5467,http://www.youtube.com/@Raar5467,yes,0,0,2024-06-02 20:13:15+00:00,0.4019,Positive
eWuGP_aBoYg,@Dr.Theopolis,http://www.youtube.com/@Dr.Theopolis,stop nuclear energy right decision percent energy come solar wind technology must pushed discussion expensive nuclear energy make real bill nuclear energy building new reactor real ensurance accident level like tschernobyl fukushima storage waste year see price nuclear energy x time higher others technology economic side nuclear energy make sense elsewhere nuclear war arsenal,1,7,2024-05-29 04:25:57+00:00,0.0258,Neutral
eWuGP_aBoYg,@Sportrush947,http://www.youtube.com/@Sportrush947,huge mistake,0,0,2024-05-28 06:05:50+00:00,-0.0258,Neutral
eWuGP_aBoYg,@DamageControlMedia,http://www.youtube.com/@DamageControlMedia,believe premature tech keep nuclear energy safe recycle waste integrate renewables like everything real obstacle financial investment,1,0,2024-05-22 23:48:23+00:00,0.296,Positive
eWuGP_aBoYg,@savorang1,http://www.youtube.com/@savorang1,wonder who charge germany,0,0,2024-05-22 16:21:50+00:00,0.0,Neutral
eWuGP_aBoYg,@cajunstrat,http://www.youtube.com/@cajunstrat,get science substituted political consensus green rebranded communist,0,0,2024-05-21 17:25:35+00:00,0.0,Neutral
eWuGP_aBoYg,@wam7484,http://www.youtube.com/@wam7484,winner green save planet contest coal nice work guy,0,0,2024-05-21 15:31:28+00:00,0.8689,Positive
eWuGP_aBoYg,@CyrisAeon,http://www.youtube.com/@CyrisAeon,yes,0,0,2024-05-21 02:21:49+00:00,0.4019,Positive
eWuGP_aBoYg,@quantum9964,http://www.youtube.com/@quantum9964,yes saved minute,1,0,2024-05-18 05:12:59+00:00,0.6705,Positive
eWuGP_aBoYg,@KadenWarrior,http://www.youtube.com/@KadenWarrior,renewable rest coal russian gazbrresulting one highest comw europe largest western europebrhas massively import electricity poland mainly coal produced ironically nuclear french neighborsbrelectricity price skyrocketed brquotwas mistakequot dont know,2,0,2024-05-12 14:55:04+00:00,0.0,Neutral
eWuGP_aBoYg,@AnthonyTolhurst-dw1nc,http://www.youtube.com/@AnthonyTolhurst-dw1nc,bet even angela merkel called destruction state property,0,0,2024-05-12 11:10:13+00:00,-0.5719,Negative
eWuGP_aBoYg,@martinpieterse6470,http://www.youtube.com/@martinpieterse6470,eliminate fossil fuel automatically assume renewables replacement technology choice chose nuclear instead would zerocarbon system avoid need modify grid eliminate intermittency problem associated renewables,0,0,2024-05-11 00:04:37+00:00,-0.5994,Negative
eWuGP_aBoYg,@martinpieterse6470,http://www.youtube.com/@martinpieterse6470,germany closure nuclear plant clearly huge mistake totally disregard danger global warming rest world looking nuclear reduce carbon level germany done opposite,1,0,2024-05-08 15:33:30+00:00,-0.4351,Negative
eWuGP_aBoYg,@runninggag,http://www.youtube.com/@runninggag,irony kinda make funny green party who goal become carbon neutral shutting nuclear fast possible replace bcoalb dude,2,1,2024-05-08 04:50:30+00:00,0.6275,Positive
eWuGP_aBoYg,@sudhakarreddy1453,http://www.youtube.com/@sudhakarreddy1453,citizen suffering scientific illiteracy,0,0,2024-05-03 17:46:52+00:00,-0.7184,Negative
eWuGP_aBoYg,@jrtstrategicapital560,http://www.youtube.com/@jrtstrategicapital560,germany run fearfear nuclear fear putin fear sending taurus missilesfear ukraine winning warfear world leader europe biggest polluter demonstrates globally dont care anything cost,1,0,2024-04-29 10:38:30+00:00,-0.814,Negative
eWuGP_aBoYg,@jrtstrategicapital560,http://www.youtube.com/@jrtstrategicapital560,huge mistake germany hypocrite greenusing fossil fuel coal instead france energy independent german better get head straightcrazy,1,0,2024-04-29 01:02:47+00:00,0.5994,Positive
eWuGP_aBoYg,@SuperGrimmy,http://www.youtube.com/@SuperGrimmy,huge mistake nuclear perfect coal soo much worse dont understand keep extending use current reactor middle war also madness,0,0,2024-04-27 19:48:07+00:00,-0.743,Negative
eWuGP_aBoYg,@Johannes_Brahms65,http://www.youtube.com/@Johannes_Brahms65,wouldnt trust clumsy government safe nuclear power,0,0,2024-04-20 05:50:28+00:00,0.0511,Positive
eWuGP_aBoYg,@hiss9989,http://www.youtube.com/@hiss9989,mistake,0,1,2024-04-19 22:42:07+00:00,-0.34,Negative
eWuGP_aBoYg,@mwmentor,http://www.youtube.com/@mwmentor,word quotyesquot,0,0,2024-04-18 16:56:55+00:00,0.0,Neutral
eWuGP_aBoYg,@thiscouldntblowmore,http://www.youtube.com/@thiscouldntblowmore,horseshit fusion mastered essentially electricity everywhere come nuclear future,0,0,2024-04-13 06:41:35+00:00,0.0,Neutral
eWuGP_aBoYg,@thiscouldntblowmore,http://www.youtube.com/@thiscouldntblowmore,biggest fuck germany since declaring war ussr u,0,0,2024-04-13 06:27:12+00:00,-0.8126,Negative
eWuGP_aBoYg,@-TheP-,http://www.youtube.com/@-TheP-,germany dangerous country take extreme unrational decision angela shut nuclear energy replaced coal gaz let mass immigration arrive able rational thinking consequence decision european country believe dont care actually,0,0,2024-04-10 08:23:32+00:00,-0.5615,Negative
eWuGP_aBoYg,@-TheP-,http://www.youtube.com/@-TheP-,tragedy germany also made could ruin french nuclear energy using influence eu knew france advantage whith production cost much lower feared industry would move france brin end industry moving u since nord stream blown u smart move germany brsadly rationality insane,0,0,2024-04-10 08:15:04+00:00,-0.8885,Negative
eWuGP_aBoYg,@davidsean290,http://www.youtube.com/@davidsean290,even question bubble german people live seen energy cost lately hypocritical green movement increase coal production yes know chernobyl fukushima scenario geography exist germany german christ sake assume youre competent russian,0,0,2024-04-05 14:16:48+00:00,0.6597,Positive
eWuGP_aBoYg,@ЦзинКэ-ы5х,http://www.youtube.com/@%D0%A6%D0%B7%D0%B8%D0%BD%D0%9A%D1%8D-%D1%8B5%D1%85,much nuclear exit rather made,0,0,2024-03-24 05:41:54+00:00,0.0,Neutral
eWuGP_aBoYg,@Jannfndnanakid,http://www.youtube.com/@Jannfndnanakid,href guy say solution unreliability renewable energy nuclear power unreliable despite fact perform exactly purpose france would northern germany theyre quottoo unreliable dangerousquot instead solution simply renewables absolute state german politics,3,0,2024-03-24 02:17:38+00:00,0.6908,Positive
eWuGP_aBoYg,@claudiutamas79,http://www.youtube.com/@claudiutamas79,make mistake,0,0,2024-03-23 08:23:23+00:00,-0.34,Negative
eWuGP_aBoYg,@RawLu.,http://www.youtube.com/@RawLu.,quotqa nuclear banquotbrbrcountless billion build countless billion maintain amp countless billion bury one want brbrthat exp living nuclear provence canada last yearsbrbrbut toxic waste priceless japan dumping sea next year thats perfectly safe brbrmy as ocean absolutely destroyed let alone planet,0,0,2024-03-14 20:54:09+00:00,-0.352,Negative
eWuGP_aBoYg,@politicalhorizon2000,http://www.youtube.com/@politicalhorizon2000,worst mistake ever germany giving lesson world co emission keeping coal using natural gas replace clean nuclear energy people seem happily disregard many ton waste solar energy generates panel decommissioned let talk climate consequence natural gas fracking,0,0,2024-03-04 19:37:29+00:00,0.6705,Positive
eWuGP_aBoYg,@mrrolandlawrence,http://www.youtube.com/@mrrolandlawrence,since wedding energy security single country good idea uncruplious state actor wanted sell gas oil id totally sponsor quotgrass rootsquot campaign get rid competition waste tomorrow gold much energy left unused fuel bloomin solid fuel rod also waste contained site billion ton co giant ash heap left environment,0,0,2024-02-29 08:26:13+00:00,0.5423,Positive
eWuGP_aBoYg,@atrumluminarium,http://www.youtube.com/@atrumluminarium,people also miss nuclear also crazy heat source electricity rather shutting reactor renewables provide peak power reactor could kept running heat diverted industry manufacturing often consume electricity run equipment like furnace etc,0,0,2024-02-28 12:00:45+00:00,-0.128,Negative
eWuGP_aBoYg,@DavidBeattty,http://www.youtube.com/@DavidBeattty,yes,0,0,2024-02-26 16:54:51+00:00,0.4019,Positive
eWuGP_aBoYg,@nishantsoni623,http://www.youtube.com/@nishantsoni623,really expert greta thunberg,0,0,2024-02-25 19:00:51+00:00,0.0,Neutral
eWuGP_aBoYg,@JSDudeca,http://www.youtube.com/@JSDudeca,answer beginning yes still math hard im glad dw least trying,0,0,2024-02-25 15:55:16+00:00,0.6486,Positive
eWuGP_aBoYg,@MutheiM_Marz,http://www.youtube.com/@MutheiM_Marz,radiation chernobyl fukushima harm coal oil exhaust harm everyone ever world,0,0,2024-02-09 16:15:31+00:00,-0.8481,Negative
eWuGP_aBoYg,@michaelvanallen6400,http://www.youtube.com/@michaelvanallen6400,bthe reality nuclear power plant built industrialised country last year become expensivebbrand took year build brtherefore new power plant go operation europe except hinkley pointuk still construction braccording latest news cost bn see ntv,0,0,2024-02-05 12:50:04+00:00,0.0,Neutral
eWuGP_aBoYg,@brandonmusser3119,http://www.youtube.com/@brandonmusser3119,href good battery good renewables,0,1,2024-01-25 06:25:59+00:00,0.7003,Positive
eWuGP_aBoYg,@brandonmusser3119,http://www.youtube.com/@brandonmusser3119,look texas everything froze couldnt wind energybrhow take ukraine make everybody think,0,1,2024-01-25 06:23:19+00:00,0.0,Neutral
eWuGP_aBoYg,@brandonmusser3119,http://www.youtube.com/@brandonmusser3119,href officially person dand left behind plant otherwise mainly tsunami killed everybody,0,0,2024-01-25 06:21:57+00:00,-0.6705,Negative
eWuGP_aBoYg,@brandonmusser3119,http://www.youtube.com/@brandonmusser3119,href already feel like hit nuclear one cleanestbrfuels one safest,0,2,2024-01-25 06:20:21+00:00,0.6369,Positive
eWuGP_aBoYg,@Hasselroeder,http://www.youtube.com/@Hasselroeder,argument shut nuclear power fukushima totally nonsense fucking tsunami could never happen germany safe area planet earthquake volcano hurricane also took safty seriously use coal import around world buy nuclear energy france doesnt make sense thats green bullshit agenda country building nuclear power plant stopped nuclear exit program much le coemissions germany pay high price inported energy even energy need,0,0,2024-01-15 21:38:02+00:00,-0.8555,Negative
eWuGP_aBoYg,@northboy1236,http://www.youtube.com/@northboy1236,one stupidest german decision history made doosies getting rid nuclear energy fine factor replacing lost power burning lignight coal responsible decision time rampant climate change pure idiocy,0,0,2024-01-11 19:52:08+00:00,-0.128,Negative
eWuGP_aBoYg,@NuclearNewsChannel,http://www.youtube.com/@NuclearNewsChannel,germany exit nuclear power one worst decision european country ever made regarding technological strategy modern history germany country well known engineer turned laughing stock,0,0,2024-01-08 23:29:23+00:00,0.0516,Positive
eWuGP_aBoYg,@robot8672,http://www.youtube.com/@robot8672,good plant animalsbrbrbrbrbrbut russia invade need way energy,0,0,2024-01-04 16:49:14+00:00,0.6124,Positive
eWuGP_aBoYg,@larutouchiha6208,http://www.youtube.com/@larutouchiha6208,renweables good costbenefit analysis realises youre paying xx would paid per kilowatt dont look output look output per unit investment heavy cost renewables,0,2,2023-12-12 11:30:16+00:00,0.4404,Positive
eWuGP_aBoYg,@nathanmountain5540,http://www.youtube.com/@nathanmountain5540,someone who done engineering report renewable energy great short form explanation general situation across australia,3,0,2023-11-30 12:54:53+00:00,0.7351,Positive
eWuGP_aBoYg,@benediktmiddy7948,http://www.youtube.com/@benediktmiddy7948,politician allowed tell public nuclear energy dangerous exactly dangerous mean context measure determined nuclear energy truly dangerous wouldnt expect see significant number fatality,0,1,2023-11-11 11:18:46+00:00,-0.7644,Negative
eWuGP_aBoYg,@benediktmiddy7948,http://www.youtube.com/@benediktmiddy7948,href crucial moment germany ostensibly replacing carbonfree energy source carbonfree option outcome blend carbonfree fossil fuel certain day co emission per mwh merely double france generally theyre even higher yet green label environmentalist ridiculous even without russia invasion proposed backup solution gas notable co emitter,0,0,2023-11-11 11:10:58+00:00,0.4588,Positive
eWuGP_aBoYg,@AK-forty-seven,http://www.youtube.com/@AK-forty-seven,honestly im still surprised people still herded believing nuclear power one dangerous quottime bombsquot world dont get people never figure trillion dollar gas company petro nation pour money lobbying disinformation nuclear power,0,0,2023-11-05 04:51:02+00:00,0.128,Positive
